keyword,video_id,title,channel,published,views,likes,comments
data science,5x3hnmU-OSU,We are Data Scientists 😎,Sundas Khalid,2024-05-30T14:18:44Z,453946,10200,205
data science,ixVR8uPetHQ,Que fait un Data Scientist ? - DataScientest,DataScientest,2022-11-07T09:34:15Z,21117,561,13
data science,jtn-hRJjl68,What is Data Science? | Complete RoadMap | Simply Explained,Apna College,2021-11-11T16:23:54Z,2651227,108846,2850
data science,_9tE_PszN1k,A la découverte du métier de Data Scientist,Welcome to the Jungle Media,2023-01-30T16:48:00Z,8871,180,5
data science,bqnmlgPnHWo,B.Com to Data Science Consultant! 🤯 #codebasics #shorts #dataanalysis #data,codebasics,2023-10-08T12:30:28Z,14531,748,5
data science,RQGASEdRO70,How to Use Python For Data Science |  Python Programming - #Shorts | Intellipaat,Intellipaat,2023-09-23T05:00:17Z,13828,555,2
data science,Axx9cQ4vtNw,Curso Gratuito | Introducción a Data Science,Afi Global Education,2023-05-03T16:20:19Z,14985,472,19
data science,R2iT2SnQgd4,5 High Paying Countries for Data Science,MiM Essay | Study Abroad Experts,2023-01-08T09:00:19Z,122188,4532,218
data science,MAGaQ7POPCI,Amazon Data Science Business Case | FAANG Interview Prep,DataInterview,2022-07-21T16:00:13Z,19565,540,24
data science,jdXAUqBdVXk,What does a Data Scientist ACTUALLY Do?,Greg Hogg,2023-08-27T12:26:54Z,245726,6636,66
data science,bAyrObl7TYE,Big Data In 5 Minutes | What Is Big Data?| Big Data Analytics | Big Data Tutorial | Simplilearn,Simplilearn,2019-12-10T14:30:02Z,2033318,35802,1996
data science,4ZqIgl1KN8c,Les métiers de la Data Science 1/4 : La science des données,Cité des Métiers des Côtes d'Armor,2019-11-26T08:21:19Z,6338,88,1
data science,MDDakzhv3_8,5-Step Data Science Interview Preparation🔥🔥 #datascience,BEPEC,2023-06-05T13:30:10Z,132025,3747,11
data science,ZxAK52MAFI8,Pro Tips For Data Science Interviews- Part 1,Krish Naik,2022-06-24T12:34:49Z,14013,590,24
data science,x60LqaZrfzg,Learn & Make Money 💰 with Data Science ✌️,Analytics Vidhya,2023-05-22T07:30:11Z,18377,1052,14
data science,M09ELxLHgBc,Data Science Kya Hai? | What Is Data Science In HINDI | Data Science For Beginners HINDI|Simplilearn,Simplilearn,2024-01-30T14:30:07Z,83430,1240,5
data science,rMvkRQGRjMM,🔥How I Would Learn Data Science in 2025 (If I Had to Start Over) | Intellipaat #Shorts #DataScience,Intellipaat,2025-06-05T10:45:06Z,11518,299,2
data science,YaPa7tPkgCM,Qué es Data Science y Usos para Marketing y Ventas,Cyberclick • Marketing Digital,2023-08-29T14:00:31Z,10617,290,16
data science,0oyDqO8PjIg,"AI Foundations Course – Python, Machine Learning, Deep Learning, Data Science",freeCodeCamp.org,2024-11-05T15:32:42Z,298309,10505,215
data science,gLuMx3p3qNg,Ternyata Data Science Terdiri dari 3 Konsep Ini! Lo Kuasain Semuanya Enggak?,Purwadhika Digital Technology School,2022-09-13T13:00:24Z,34387,1509,9
data science,nI8ipp96B90,O que é Data Science? Aprenda em 5 minutos!,Asimov Academy,2022-08-18T21:00:20Z,6475,395,10
data science,yGN28LY5VuA,Python for Data Science | Beginner Friendly Full Course in 5 Hours,Nicholas Renotte,2021-08-14T07:39:40Z,132497,3619,112
data science,8mcbW5C0dWY,เด็กชอบเลขสู่อาชีพ Data Scientist เจ้าของ Startup ในฝรั่งเศส | ก่อกอง SCI | Thai PBS Sci & Tech,Thai PBS,2023-10-27T13:00:12Z,41740,1787,61
data science,VJl19pt5Gbk,"How to Become a Data Scientist in 2024 | Data Science Skills, Job Description, Salary | Intellipaat",Intellipaat,2024-08-02T06:45:08Z,247442,2492,27
data science,u4_U9lv4WG8,Opinión sobre data science,HolaMundo,2023-06-15T18:00:31Z,262013,10910,192
data science,k2P_pHQDlp0,AI VS ML VS DL VS Data Science,Krish Naik,2019-11-26T14:40:58Z,2945830,70309,1783
data science,coRNwxkEmJo,How to Learn Python Fast for Data Science? | Python For Beginner’s Step-by-Step Guide | Intellipaat,Intellipaat,2025-06-06T14:56:18Z,23593,630,7
data science,KOmGPNS-YM8,Top 8 Python Libraries You Must Know In 2023 For Data Science | Python Modules for Data Science,codebasics,2022-12-22T14:00:11Z,85460,2406,54
data science,OVuxcSx0ohY,Cómo Estudiar data science de forma AUTODIDACTA,Rafa Gonzalez Gouveia,2021-11-07T14:55:59Z,65081,4339,139
data science,Xwdrxn9rh3w,Meta Data Science Case Interview Questions,Emma Ding,2022-10-28T16:00:32Z,9066,192,1
data science,wq4HzVsQon4,Want To Learn Data Science From Scratch? | Start With This FREE  Data Science Playlist | Intellipaat,Intellipaat,2025-06-23T13:04:39Z,15775,114,65
data science,t8JRidxZCXU,What is Data Science?,CodeWithHarry,2021-06-07T16:00:33Z,1905201,64908,1545
data science,fjeIV24tfCg,How to Get Job as Data Science Fresher? #datascience,BEPEC,2023-02-27T07:25:30Z,358216,17021,141
data science,OKU32_-2X5A,Data Science Competitions - Kaggle & DataHack - Explained in 60 Seconds,Analytics Vidhya,2023-06-03T15:00:23Z,21124,1046,5
data science,wjX7NrslukE,Data Science Course Eligibility ✅❎ #datascience,BEPEC,2023-08-14T13:49:44Z,258349,8042,96
data science,CIQCH1oRD00,Programme Trailer | Data Science With Machine Learning & AI Career Accelerator,FourthRev,2025-06-30T22:00:14Z,213432,38,2
data science,OivTPt5LQh0,Data Science Full Course (2025) | Data Science Course FREE  | Intellipaat,Intellipaat,2025-07-04T14:06:47Z,41943,1593,44
data science,LJa4_yGOmwo,Statistics Full Course For Beginners | Statistics For Data Science | Machine Learning @SCALER,SCALER,2023-12-23T06:00:07Z,196789,7367,85
data science,2oOEctI1Uzo,Data Science vs. Machine Learning: Quick Breakdown,Jean Lee,2024-08-22T14:00:05Z,15961,447,14
data science,N7RU6W4hAMI,Roadmap to Learn Data Science & Industry Ready Projects In 2024 With Free Videos And Materials,Krish Naik,2023-12-29T11:15:08Z,364875,8280,286
data science,g4Npa_AE2TE,Is DSA Required to learn Data Science?,CampusX,2022-09-23T14:00:26Z,173485,10053,121
data science,hfLy1c2e4CE,Data Science Full Course 2025 | Data Science Training Free | Intellipaat,Intellipaat,2025-06-11T12:35:25Z,12562,604,43
data science,pVNzVvHV1No,Les différents métiers en Data Science - DataScientest,DataScientest,2022-05-05T08:59:03Z,10960,137,10
data science,f_QKrjqhz-I,data science vs software engineering 💻🤓,Sajjaad Khader,2023-11-01T20:00:22Z,15606,385,1
data science,90VmkzCs1Kw,What to choose?🙆‍♂️ Data science or Web Development #datascience #webdevelopment #youtubeshorts,BEPEC,2022-03-01T06:43:02Z,218206,10807,235
data science,K9teElePNkk,Statistics - A Full Lecture to learn Data Science (2025 Version),DATAtab,2025-01-29T11:52:59Z,193459,8094,167
data science,B1BngJDZPfw,Top 3 reasons why data engineering is better than data science! #dataengineer #datascience,Data with Zach,2024-03-06T00:38:08Z,96963,0,76
data science,XTw0nCJ6Q1c,From Data Analyst to Data Scientist: Step-by-Step Career Upgrade!,Tech Classes,2025-04-17T04:26:31Z,13857,231,5
data science,KIA9_9RPETg,Live Virtual Interview For Data Science Fresher By Krish And Sudhanshu,Krish Naik,2020-08-21T16:10:39Z,199143,4396,239
data science,ph439t-kTIE,Data science for the environment | Dan Hammer | TEDxBerkeley,TEDx Talks,2018-03-08T15:45:45Z,50272,1473,28
data science,bno03RUhMIY,Data Analyst vs Data Scientist vs  vs Data Engineer | Difference Explained,Apna College,2024-01-13T15:03:11Z,1008227,33447,1270
data science,CMEWVn1uZpQ,Learn Python for Data Science – Full Course for Beginners,freeCodeCamp.org,2025-05-29T13:44:02Z,246391,7540,254
data science,g4qRple_dmM,Should you get a Master's in Data Science?,Jay Feng,2021-07-21T18:00:11Z,68046,1088,133
data science,Uenf8DbOjz0,R Programming For Beginners | Data Science Tutorial | Simplilearn,Simplilearn,2017-08-29T22:30:00Z,59304,494,7
data science,h9xz7mnyeGs,Salary of Data Scientist?? #salary #datascience #python,BEPEC,2023-09-18T13:30:16Z,63839,2551,28
data science,5K60zzEQ5vk,How Much Maths is Enough Maths for Data Science? #maths  #statistics  #datascience  #calculus,Jovian,2023-06-11T14:30:02Z,38316,1974,5
data science,xQ_Hn2NoVvw,Laptop Specifications For Data Science 🤔🤔? #artificialintelligence #datascience #machinelearning,CloudyML,2022-09-09T12:02:49Z,100428,2631,238
data science,uing9iBVVj8,ตอบทุกคำถามสายงาน Data Science | Skooldio Support EP20,Skooldio,2024-04-22T12:00:50Z,6523,0,8
data science,kPzSrM_mlUQ,Reality of Data Analyst and Data Science Interviews #dataanalysis #datascience,BEPEC,2024-12-20T13:05:04Z,31131,1485,6
data science,ZfBOYJgCTKA,Entry Level Jobs on Data Analytics & Data Science ✅✅👌 #datascience #jobs #dataanalytics,BEPEC,2023-09-28T13:46:27Z,88488,4986,29
data science,FTpmwX94_Yo,"Python for Data Science Course – Hands-on Projects with EDA, AB Testing & Business Intelligence",freeCodeCamp.org,2024-06-10T13:46:48Z,160146,4833,133
data science,LHBE6Q9XlzI,"Python for Data Science - Course for Beginners (Learn Python, Pandas, NumPy, Matplotlib)",freeCodeCamp.org,2020-06-02T14:05:17Z,4439483,96294,1657
data science,5EYPCAsNdk4,Complete data roadmap 2024 | All profiles in data domain with salary range 6LPA to 1Cr,Fraz,2024-03-06T11:31:52Z,251365,5810,269
data science,DuJtsY35iOM,"Data Analyst, Data Scientist, ML Engineer: What's the Difference?",Sundas Khalid,2024-09-23T14:31:38Z,242864,12216,94
data science,vwCK7WA5Z_E,GATE Data Science & AI Roadmap 🛣️🚨✅ #gate #datascience #artificialintelligence,BEPEC,2023-08-24T13:47:29Z,103988,5241,59
data science,A6vM46wsTjQ,Data Science: the job that never gets boring,Tina Huang,2023-09-05T15:00:07Z,35114,2279,35
data science,tA42nHmmEKw,#1 Introduction to Python for Data Science | Python for Data Science,NPTEL-NOC IITM,2019-08-23T09:16:09Z,609978,2413,56
data science,J0Hzpb3wT5M,Career as Data Analyst | Why to Choose a Career in Data Science,Internshala,2025-06-13T13:00:30Z,3912,69,4
data science,NFtl0iQTZQo,Business Analyst vs Data Analyst 🔥 Epic Battle of Data Science 04,Analytics Vidhya,2023-08-25T12:30:10Z,40055,1596,20
data science,EAClbWBXlJI,DATA SCIENTIST Interview Questions And Answers! (How to PASS a Data Science job interview!),CareerVidz,2020-09-20T14:03:58Z,68796,1632,40
data science,NLdWz6I82-c,"อธิบาย Data Scientist, Data Analyst และ Data Engineer ใน 15 นาที | Skooldio Support EP.1",Skooldio,2022-07-22T13:00:28Z,76515,0,45
data science,-6RqxhNO2yY,Python For Data Science Full Course - 9 Hours | Data Science With Python | Python Training | Edureka,edureka!,2020-03-15T09:01:16Z,460956,10454,82
data science,SBuv0NWu9Yc,UT Austin Online Master of Science in Data Science: Take Your Career to the Next Level,UT Austin Computer Science,2023-05-04T14:37:15Z,11291,82,5
data science,1G8PqCtLhLI,Welcome to the Super Data Science Podcast,Super Data Science: ML & AI Podcast with Jon Krohn,2021-03-02T17:06:21Z,64876,1214,9
data science,LjcMTj2UeSg,Data Science VS Web Development #careerwithriwas #datascience #webdevelopment #computerscience,Career With Riwas ,2023-06-24T09:36:05Z,89450,1852,34
data science,o3DU3iWXTP0,How I would learn data science fast?,Sundas Khalid,2022-11-12T00:54:57Z,484204,0,199
data science,Bl2sBiVdZHs,¿Qué hace un Data Scientist?,Platzi,2019-07-17T23:00:02Z,218816,4550,189
data science,N2UPlYHmvmk,Learn Data Science step by step in Hindi | Data Science Tutorial for Beginners | Great Learning,Great Learning,2021-04-15T13:31:53Z,268697,7322,149
data science,OPemDwgvT1o,What People Think Data Science Is vs What It Actually Is! | Intellipaat #shorts,Intellipaat,2025-07-04T09:55:46Z,14391,399,6
